report_id,source_type,area_name,latitude,longitude,issue_type,description,people_affected,vulnerable_group,timestamp,attachment,urgency_score
633,WhatsApp,Surat,22.522152,72.826763,Shelter,Shelter issue reported in Surat,92,Elderly,2026-04-16 19:47:33,none,2
634,Mobile App,Surat,21.739656,70.775477,Food,Water issue reported in Surat,97,Women,2026-04-15 12:47:33,report.pdf,2
635,Form,Ahmedabad,20.198988,71.980479,Food,Education issue reported in Ahmedabad,48,None,2026-04-16 05:47:33,report.pdf,9
636,WhatsApp,Navsari,21.500541,70.130293,Shelter,Shelter issue reported in Navsari,40,None,2026-04-15 07:47:33,none,6
637,WhatsApp,Surat,21.461447,72.876563,Education,Water issue reported in Surat,35,Disabled,2026-04-17 11:47:33,voice.mp3,6
638,Mobile App,Vadodara,20.444151,71.757864,Shelter,Medical issue reported in Vadodara,48,Children,2026-04-16 10:47:33,none,9
639,NGO Report,Surat,21.247712,70.156687,Medical,Education issue reported in Surat,1,None,2026-04-16 09:47:33,image.jpg,3
640,Mobile App,Surat,20.312472,71.67344,Shelter,Water issue reported in Surat,11,Women,2026-04-16 02:47:33,none,5
641,Mobile App,Surat,20.194513,70.448698,Medical,Education issue reported in Surat,13,Women,2026-04-16 00:47:33,none,8
642,Call,Vadodara,21.643725,71.879325,Shelter,Shelter issue reported in Vadodara,80,Disabled,2026-04-16 08:47:33,none,9
643,Mobile App,Navsari,20.349999,71.26131,Water,Water issue reported in Navsari,34,Disabled,2026-04-15 06:47:33,report.pdf,1
644,Mobile App,Ahmedabad,21.400934,72.17032,Water,Education issue reported in Ahmedabad,8,Women,2026-04-15 11:47:33,none,9
645,WhatsApp,Ahmedabad,20.66222,70.587392,Medical,Shelter issue reported in Ahmedabad,25,Elderly,2026-04-17 09:47:33,none,1
646,NGO Report,Ahmedabad,20.982307,72.454553,Food,Education issue reported in Ahmedabad,54,Children,2026-04-14 17:47:33,voice.mp3,7
647,Form,Ahmedabad,20.271257,72.112306,Food,Water issue reported in Ahmedabad,49,None,2026-04-16 06:47:33,image.jpg,10
648,Form,Vadodara,21.235688,71.206047,Medical,Education issue reported in Vadodara,68,Children,2026-04-16 19:47:33,none,9
649,Mobile App,Rajkot,22.618465,72.521,Water,Food issue reported in Rajkot,52,None,2026-04-16 21:47:33,report.pdf,4
650,Form,Vadodara,20.057736,72.439305,Food,Shelter issue reported in Vadodara,47,Elderly,2026-04-15 00:47:33,voice.mp3,3
651,Call,Rajkot,21.203329,70.286614,Education,Water issue reported in Rajkot,29,Women,2026-04-16 10:47:33,voice.mp3,8
652,Mobile App,Rajkot,22.207792,70.460419,Shelter,Shelter issue reported in Rajkot,7,Women,2026-04-16 13:47:33,report.pdf,2
653,NGO Report,Rajkot,20.947714,70.230715,Water,Education issue reported in Rajkot,54,Elderly,2026-04-16 21:47:33,none,5
654,Call,Vadodara,21.359623,70.381887,Medical,Education issue reported in Vadodara,81,Women,2026-04-16 15:47:33,report.pdf,8
655,Form,Navsari,22.740179,70.948992,Education,Medical issue reported in Navsari,15,Elderly,2026-04-14 16:47:33,none,1
656,WhatsApp,Surat,20.665465,71.826378,Education,Water issue reported in Surat,29,Children,2026-04-16 04:47:33,voice.mp3,4
657,WhatsApp,Ahmedabad,20.451462,72.797551,Shelter,Water issue reported in Ahmedabad,8,Elderly,2026-04-16 15:47:33,voice.mp3,10
658,WhatsApp,Vadodara,21.684474,72.70252,Food,Education issue reported in Vadodara,80,Disabled,2026-04-15 20:47:33,image.jpg,8
659,NGO Report,Vadodara,21.03433,70.63568,Shelter,Medical issue reported in Vadodara,31,Children,2026-04-17 01:47:33,none,4
660,WhatsApp,Rajkot,21.997841,72.469737,Water,Medical issue reported in Rajkot,2,Disabled,2026-04-15 11:47:33,voice.mp3,9
661,NGO Report,Navsari,20.20156,72.901271,Education,Medical issue reported in Navsari,28,None,2026-04-16 22:47:33,none,10
662,WhatsApp,Ahmedabad,20.760434,72.683618,Water,Education issue reported in Ahmedabad,67,None,2026-04-14 22:47:33,voice.mp3,7
663,Form,Vadodara,21.25756,71.548391,Medical,Education issue reported in Vadodara,19,Women,2026-04-17 10:47:33,voice.mp3,7
664,NGO Report,Vadodara,20.007826,70.288604,Medical,Education issue reported in Vadodara,50,Disabled,2026-04-17 10:47:33,voice.mp3,1
665,Mobile App,Vadodara,21.740552,72.982091,Shelter,Food issue reported in Vadodara,56,Children,2026-04-15 14:47:33,voice.mp3,2
666,WhatsApp,Vadodara,20.058259,70.894321,Food,Medical issue reported in Vadodara,46,Elderly,2026-04-17 01:47:33,report.pdf,7
667,Mobile App,Rajkot,22.324998,70.965836,Education,Food issue reported in Rajkot,2,None,2026-04-15 08:47:33,image.jpg,2
668,Mobile App,Surat,22.952438,71.942633,Water,Education issue reported in Surat,70,Elderly,2026-04-16 20:47:33,report.pdf,2
669,Form,Vadodara,22.492713,72.46871,Medical,Water issue reported in Vadodara,80,Disabled,2026-04-16 00:47:33,voice.mp3,7
670,Call,Surat,22.052441,71.350133,Shelter,Medical issue reported in Surat,55,None,2026-04-17 13:47:33,report.pdf,8
671,NGO Report,Rajkot,21.617076,71.675747,Water,Water issue reported in Rajkot,88,Children,2026-04-15 22:47:33,voice.mp3,5
672,Form,Vadodara,21.035289,71.331531,Education,Food issue reported in Vadodara,18,Women,2026-04-17 08:47:33,none,3
673,WhatsApp,Ahmedabad,21.597663,70.406087,Food,Shelter issue reported in Ahmedabad,57,Children,2026-04-17 01:47:33,image.jpg,4
674,Mobile App,Rajkot,20.232427,70.707257,Medical,Shelter issue reported in Rajkot,19,Elderly,2026-04-15 20:47:33,report.pdf,6
675,Form,Navsari,22.820974,70.617048,Shelter,Education issue reported in Navsari,91,Children,2026-04-17 07:47:33,none,1
676,WhatsApp,Rajkot,21.959874,71.781424,Water,Food issue reported in Rajkot,46,None,2026-04-17 04:47:33,voice.mp3,5
677,Call,Ahmedabad,21.787958,71.085018,Water,Education issue reported in Ahmedabad,20,None,2026-04-14 23:47:33,voice.mp3,1
678,Call,Ahmedabad,22.255561,70.100156,Shelter,Medical issue reported in Ahmedabad,63,Elderly,2026-04-17 06:47:33,voice.mp3,10
679,Mobile App,Surat,22.484556,71.880005,Water,Education issue reported in Surat,46,Women,2026-04-16 17:47:33,image.jpg,10
680,Mobile App,Vadodara,20.408633,70.14414,Food,Shelter issue reported in Vadodara,11,None,2026-04-16 19:47:33,voice.mp3,4
681,Form,Vadodara,21.956034,72.063438,Medical,Shelter issue reported in Vadodara,97,Disabled,2026-04-17 02:47:33,voice.mp3,4
682,NGO Report,Navsari,21.472865,71.405414,Medical,Education issue reported in Navsari,50,Elderly,2026-04-15 02:47:33,none,5
683,Call,Navsari,22.937405,70.990351,Education,Education issue reported in Navsari,17,Women,2026-04-16 02:47:33,report.pdf,2
684,Call,Rajkot,22.945791,72.966039,Water,Water issue reported in Rajkot,60,Women,2026-04-17 14:47:33,image.jpg,3
685,Mobile App,Rajkot,21.094376,72.902039,Medical,Food issue reported in Rajkot,21,Women,2026-04-16 09:47:33,none,2
686,WhatsApp,Ahmedabad,22.023476,70.867588,Education,Food issue reported in Ahmedabad,33,Children,2026-04-16 07:47:33,none,2
687,NGO Report,Rajkot,20.794009,70.804019,Education,Education issue reported in Rajkot,93,None,2026-04-16 07:47:33,report.pdf,7
688,NGO Report,Vadodara,22.68663,71.184867,Shelter,Shelter issue reported in Vadodara,63,Children,2026-04-17 01:47:33,none,10
689,Form,Navsari,22.771237,70.591993,Medical,Education issue reported in Navsari,83,Elderly,2026-04-15 23:47:33,none,2
690,NGO Report,Ahmedabad,22.542341,71.201055,Water,Food issue reported in Ahmedabad,3,None,2026-04-15 08:47:33,none,9
691,NGO Report,Surat,21.064856,70.285878,Medical,Education issue reported in Surat,4,Women,2026-04-15 17:47:33,voice.mp3,5
692,Form,Ahmedabad,21.150352,71.49235,Medical,Water issue reported in Ahmedabad,55,Women,2026-04-16 18:47:33,none,2
693,WhatsApp,Navsari,21.732579,71.348478,Food,Food issue reported in Navsari,4,Women,2026-04-16 22:47:33,voice.mp3,8
694,NGO Report,Surat,22.767063,71.299964,Water,Shelter issue reported in Surat,24,Disabled,2026-04-16 00:47:33,voice.mp3,4
695,WhatsApp,Ahmedabad,22.15754,72.52165,Medical,Food issue reported in Ahmedabad,45,None,2026-04-17 00:47:33,image.jpg,2
696,Call,Navsari,22.031535,72.097669,Education,Water issue reported in Navsari,23,Elderly,2026-04-17 01:47:33,report.pdf,3
697,Form,Rajkot,21.13535,70.24835,Education,Food issue reported in Rajkot,7,None,2026-04-16 00:47:33,report.pdf,7
698,NGO Report,Surat,22.745586,70.031812,Food,Medical issue reported in Surat,54,Women,2026-04-17 00:47:33,none,2
699,Call,Navsari,22.883409,72.437113,Food,Water issue reported in Navsari,12,Children,2026-04-17 13:47:33,voice.mp3,3
700,Form,Surat,21.647017,72.97422,Shelter,Medical issue reported in Surat,45,Women,2026-04-17 14:47:33,none,1
701,Mobile App,Vadodara,20.064182,71.175289,Shelter,Education issue reported in Vadodara,44,Elderly,2026-04-17 03:47:33,voice.mp3,3
702,Mobile App,Ahmedabad,22.68965,72.436322,Water,Medical issue reported in Ahmedabad,32,Children,2026-04-16 05:47:33,report.pdf,5
703,Form,Surat,20.06596,70.214689,Medical,Food issue reported in Surat,72,Disabled,2026-04-15 05:47:33,report.pdf,7
704,WhatsApp,Navsari,20.31731,70.78979,Shelter,Shelter issue reported in Navsari,82,Women,2026-04-17 00:47:33,none,10
705,NGO Report,Vadodara,22.011294,72.810893,Education,Food issue reported in Vadodara,2,None,2026-04-17 06:47:33,voice.mp3,8
706,Mobile App,Navsari,21.601293,71.379071,Education,Shelter issue reported in Navsari,53,Elderly,2026-04-17 01:47:33,voice.mp3,2
707,Mobile App,Rajkot,20.107308,72.366252,Food,Food issue reported in Rajkot,94,Women,2026-04-14 23:47:33,report.pdf,5
708,WhatsApp,Surat,20.28451,70.834463,Water,Water issue reported in Surat,19,Elderly,2026-04-15 04:47:33,none,3
709,Call,Surat,22.813896,71.671497,Shelter,Water issue reported in Surat,8,None,2026-04-15 03:47:33,report.pdf,3
710,NGO Report,Surat,22.879963,72.374338,Food,Water issue reported in Surat,42,Women,2026-04-14 22:47:33,voice.mp3,1
711,WhatsApp,Rajkot,20.813431,70.082335,Shelter,Education issue reported in Rajkot,34,Women,2026-04-16 18:47:33,none,10
712,Mobile App,Rajkot,21.59114,72.129925,Education,Food issue reported in Rajkot,31,Disabled,2026-04-17 05:47:33,report.pdf,3
713,NGO Report,Surat,22.767127,72.764454,Education,Food issue reported in Surat,70,Disabled,2026-04-17 07:47:33,report.pdf,3
714,Mobile App,Vadodara,20.69098,72.891025,Shelter,Water issue reported in Vadodara,63,None,2026-04-16 00:47:33,none,2
715,WhatsApp,Surat,22.007145,70.797295,Shelter,Shelter issue reported in Surat,85,Children,2026-04-14 23:47:33,voice.mp3,6
716,Call,Rajkot,22.429642,71.689453,Education,Medical issue reported in Rajkot,95,Children,2026-04-15 11:47:33,none,3
717,Mobile App,Rajkot,20.252786,72.465274,Water,Shelter issue reported in Rajkot,73,Elderly,2026-04-15 21:47:33,image.jpg,10
718,Mobile App,Rajkot,21.789741,71.438646,Medical,Medical issue reported in Rajkot,63,Disabled,2026-04-14 16:47:33,image.jpg,10
719,Mobile App,Surat,20.679798,71.552492,Medical,Food issue reported in Surat,1,Disabled,2026-04-17 00:47:33,voice.mp3,5
720,WhatsApp,Ahmedabad,21.723073,72.009194,Shelter,Shelter issue reported in Ahmedabad,25,None,2026-04-15 20:47:33,none,1
721,NGO Report,Surat,20.265449,71.70938,Food,Shelter issue reported in Surat,69,Children,2026-04-14 23:47:33,none,1
722,NGO Report,Navsari,21.168343,72.808409,Food,Water issue reported in Navsari,85,Children,2026-04-15 07:47:33,image.jpg,1
723,NGO Report,Ahmedabad,20.164967,71.859471,Water,Water issue reported in Ahmedabad,18,Elderly,2026-04-15 09:47:33,report.pdf,9
724,NGO Report,Ahmedabad,22.599869,72.916767,Education,Medical issue reported in Ahmedabad,61,None,2026-04-14 23:47:33,image.jpg,5
725,WhatsApp,Vadodara,21.091229,71.293312,Water,Food issue reported in Vadodara,76,Women,2026-04-17 05:47:33,image.jpg,5
726,WhatsApp,Ahmedabad,22.382219,72.656558,Food,Shelter issue reported in Ahmedabad,12,Women,2026-04-15 22:47:33,image.jpg,1
727,Mobile App,Rajkot,20.529519,71.584747,Water,Education issue reported in Rajkot,17,Children,2026-04-15 07:47:33,image.jpg,1
728,WhatsApp,Vadodara,21.279441,71.420844,Water,Water issue reported in Vadodara,57,None,2026-04-15 00:47:33,image.jpg,9
729,WhatsApp,Navsari,22.691772,72.229836,Medical,Education issue reported in Navsari,14,Children,2026-04-14 23:47:33,report.pdf,2
730,Form,Surat,20.962871,70.134153,Medical,Medical issue reported in Surat,60,Women,2026-04-16 10:47:33,voice.mp3,10
731,Form,Rajkot,21.578589,72.162736,Food,Education issue reported in Rajkot,32,Children,2026-04-15 13:47:33,report.pdf,2
732,WhatsApp,Navsari,21.069369,72.485198,Food,Food issue reported in Navsari,3,Children,2026-04-15 06:47:33,image.jpg,10
733,NGO Report,Surat,22.727941,72.399875,Food,Shelter issue reported in Surat,29,Women,2026-04-16 01:47:33,image.jpg,10
734,Mobile App,Navsari,21.211009,71.14015,Food,Water issue reported in Navsari,93,Children,2026-04-15 14:47:33,voice.mp3,3
735,Form,Rajkot,21.780657,71.164394,Water,Education issue reported in Rajkot,74,Women,2026-04-16 17:47:33,report.pdf,7
736,NGO Report,Rajkot,22.457034,71.514526,Food,Medical issue reported in Rajkot,64,Disabled,2026-04-15 09:47:33,report.pdf,8
737,Mobile App,Rajkot,21.244634,70.415327,Medical,Shelter issue reported in Rajkot,50,Elderly,2026-04-16 23:47:33,report.pdf,8
738,Mobile App,Navsari,21.148106,71.578083,Shelter,Education issue reported in Navsari,29,Children,2026-04-17 06:47:33,voice.mp3,7
739,Form,Vadodara,21.46505,70.491614,Shelter,Shelter issue reported in Vadodara,39,Disabled,2026-04-15 17:47:33,report.pdf,2
740,Mobile App,Surat,20.387343,71.795634,Medical,Education issue reported in Surat,96,Elderly,2026-04-17 01:47:33,none,10
741,NGO Report,Surat,22.417739,71.376204,Food,Shelter issue reported in Surat,96,Disabled,2026-04-14 21:47:33,report.pdf,8
742,NGO Report,Surat,21.184112,71.929774,Water,Shelter issue reported in Surat,10,Children,2026-04-17 03:47:33,report.pdf,4
743,Form,Surat,20.091559,71.928396,Food,Education issue reported in Surat,11,Elderly,2026-04-16 02:47:33,report.pdf,8
744,WhatsApp,Rajkot,21.899046,70.945662,Water,Water issue reported in Rajkot,42,Disabled,2026-04-15 14:47:33,image.jpg,8
745,NGO Report,Surat,22.990187,70.8781,Food,Medical issue reported in Surat,33,None,2026-04-15 13:47:33,report.pdf,10
746,Mobile App,Ahmedabad,21.338493,70.474943,Medical,Shelter issue reported in Ahmedabad,42,Children,2026-04-15 21:47:33,voice.mp3,9
747,WhatsApp,Ahmedabad,20.945467,71.171757,Food,Food issue reported in Ahmedabad,66,Children,2026-04-17 14:47:33,report.pdf,4
748,Form,Vadodara,21.192734,71.097347,Water,Education issue reported in Vadodara,63,Disabled,2026-04-17 14:47:33,image.jpg,9
749,WhatsApp,Navsari,20.540798,71.896684,Food,Medical issue reported in Navsari,80,Children,2026-04-15 17:47:33,none,6
750,Form,Rajkot,21.900968,71.671994,Education,Medical issue reported in Rajkot,86,None,2026-04-15 03:47:33,none,2
751,Form,Navsari,22.287815,71.943895,Education,Medical issue reported in Navsari,22,Women,2026-04-14 17:47:33,voice.mp3,6
752,Form,Vadodara,22.846259,72.926547,Shelter,Education issue reported in Vadodara,98,Disabled,2026-04-17 12:47:33,none,9
753,Mobile App,Vadodara,20.376792,71.494844,Water,Education issue reported in Vadodara,80,Women,2026-04-16 08:47:33,image.jpg,9
754,Mobile App,Vadodara,22.210685,70.534282,Education,Shelter issue reported in Vadodara,98,Disabled,2026-04-15 06:47:33,voice.mp3,2
755,Call,Vadodara,22.907033,71.906983,Water,Food issue reported in Vadodara,74,None,2026-04-16 22:47:33,voice.mp3,4
756,Mobile App,Surat,20.097066,71.351686,Food,Shelter issue reported in Surat,29,Women,2026-04-15 06:47:33,voice.mp3,6
757,Mobile App,Navsari,20.517942,70.31436,Water,Shelter issue reported in Navsari,85,Women,2026-04-16 21:47:33,voice.mp3,3
758,WhatsApp,Ahmedabad,20.118916,72.289069,Shelter,Water issue reported in Ahmedabad,93,Children,2026-04-16 07:47:33,report.pdf,10
759,Form,Navsari,21.905468,71.985706,Education,Water issue reported in Navsari,77,None,2026-04-15 17:47:33,voice.mp3,10
760,WhatsApp,Ahmedabad,22.190463,72.784523,Education,Food issue reported in Ahmedabad,16,Elderly,2026-04-17 03:47:33,voice.mp3,3
761,Form,Rajkot,20.348988,72.780233,Medical,Food issue reported in Rajkot,44,Children,2026-04-16 19:47:33,none,10
762,NGO Report,Vadodara,22.602899,70.92089,Water,Medical issue reported in Vadodara,52,Women,2026-04-14 23:47:33,report.pdf,2
763,Call,Rajkot,20.423536,72.114704,Food,Water issue reported in Rajkot,24,Women,2026-04-17 00:47:33,none,7
764,NGO Report,Surat,21.903643,72.600559,Medical,Education issue reported in Surat,62,None,2026-04-15 04:47:33,report.pdf,3
765,NGO Report,Ahmedabad,21.80184,71.295828,Food,Food issue reported in Ahmedabad,49,Elderly,2026-04-16 03:47:33,none,8
766,WhatsApp,Rajkot,20.418006,70.010026,Education,Medical issue reported in Rajkot,5,Disabled,2026-04-17 10:47:33,report.pdf,5
767,NGO Report,Navsari,22.17475,70.300677,Food,Medical issue reported in Navsari,1,None,2026-04-17 01:47:33,report.pdf,2
768,Mobile App,Surat,20.022774,71.211168,Water,Water issue reported in Surat,44,Women,2026-04-17 14:47:33,voice.mp3,6
769,WhatsApp,Ahmedabad,22.27612,70.207122,Water,Medical issue reported in Ahmedabad,47,Women,2026-04-16 23:47:33,image.jpg,5
770,Mobile App,Navsari,21.195156,70.467332,Shelter,Shelter issue reported in Navsari,23,Children,2026-04-15 00:47:33,voice.mp3,4
771,Form,Ahmedabad,22.613715,70.474863,Education,Water issue reported in Ahmedabad,47,Women,2026-04-16 03:47:33,report.pdf,7
772,Call,Surat,22.766517,70.923365,Water,Shelter issue reported in Surat,78,Children,2026-04-16 09:47:33,none,3
773,Mobile App,Navsari,22.012115,70.5332,Medical,Education issue reported in Navsari,4,Children,2026-04-16 10:47:33,image.jpg,1
774,Call,Surat,21.874778,71.075449,Medical,Education issue reported in Surat,12,None,2026-04-14 17:47:33,report.pdf,8
775,Mobile App,Surat,20.201661,72.299159,Shelter,Education issue reported in Surat,90,None,2026-04-15 03:47:33,none,3
776,WhatsApp,Ahmedabad,20.805856,72.105652,Medical,Shelter issue reported in Ahmedabad,50,Children,2026-04-17 00:47:33,image.jpg,1
777,Form,Ahmedabad,21.250098,70.827166,Food,Education issue reported in Ahmedabad,72,Children,2026-04-16 07:47:33,report.pdf,5
778,NGO Report,Ahmedabad,22.891241,72.962338,Shelter,Education issue reported in Ahmedabad,91,Elderly,2026-04-14 23:47:33,voice.mp3,9
779,Form,Rajkot,22.60077,70.232437,Education,Medical issue reported in Rajkot,71,Disabled,2026-04-16 02:47:33,report.pdf,5
780,WhatsApp,Navsari,22.046674,70.449557,Shelter,Education issue reported in Navsari,77,Disabled,2026-04-15 14:47:33,voice.mp3,6
781,Form,Rajkot,20.840449,71.593267,Water,Medical issue reported in Rajkot,59,Elderly,2026-04-16 01:47:33,voice.mp3,4
782,Form,Surat,20.621981,72.796977,Medical,Food issue reported in Surat,69,Disabled,2026-04-16 12:47:33,voice.mp3,9
783,Form,Surat,21.037566,72.199357,Food,Education issue reported in Surat,12,None,2026-04-16 15:47:33,voice.mp3,5
784,WhatsApp,Rajkot,21.393711,72.231786,Water,Medical issue reported in Rajkot,71,Disabled,2026-04-15 11:47:33,voice.mp3,7
785,WhatsApp,Navsari,20.786625,71.361055,Medical,Water issue reported in Navsari,85,Children,2026-04-15 17:47:33,voice.mp3,2
786,Form,Vadodara,22.905902,72.903564,Medical,Food issue reported in Vadodara,82,Women,2026-04-15 12:47:33,voice.mp3,7
787,NGO Report,Ahmedabad,20.310171,70.450545,Food,Education issue reported in Ahmedabad,4,Disabled,2026-04-16 11:47:33,none,10
788,Call,Vadodara,20.877405,70.505852,Education,Water issue reported in Vadodara,49,Elderly,2026-04-15 21:47:33,image.jpg,5
789,WhatsApp,Ahmedabad,22.015819,70.539727,Education,Water issue reported in Ahmedabad,6,Women,2026-04-16 03:47:33,report.pdf,8
790,Call,Ahmedabad,22.559856,71.496583,Food,Medical issue reported in Ahmedabad,30,Disabled,2026-04-15 10:47:33,none,5
791,Mobile App,Ahmedabad,21.361919,71.198996,Food,Food issue reported in Ahmedabad,92,Disabled,2026-04-16 14:47:33,image.jpg,9
792,Mobile App,Surat,21.155589,70.420172,Education,Water issue reported in Surat,4,Elderly,2026-04-16 06:47:33,report.pdf,4
793,NGO Report,Ahmedabad,21.28086,70.763293,Shelter,Medical issue reported in Ahmedabad,99,None,2026-04-15 04:47:33,report.pdf,6
794,Mobile App,Vadodara,22.367337,72.262307,Medical,Medical issue reported in Vadodara,74,Women,2026-04-15 20:47:33,image.jpg,6
795,Mobile App,Ahmedabad,20.778363,70.554958,Food,Food issue reported in Ahmedabad,98,None,2026-04-16 21:47:33,none,6
796,Call,Vadodara,21.991014,70.476038,Medical,Water issue reported in Vadodara,28,None,2026-04-16 20:47:33,report.pdf,9
797,NGO Report,Vadodara,22.655385,72.977132,Education,Water issue reported in Vadodara,72,Children,2026-04-17 09:47:33,none,1
798,Form,Rajkot,22.429823,70.502685,Medical,Food issue reported in Rajkot,7,Disabled,2026-04-17 02:47:33,none,10
799,Mobile App,Ahmedabad,21.111351,72.418223,Medical,Medical issue reported in Ahmedabad,10,Disabled,2026-04-14 16:47:33,none,10
800,Form,Surat,22.900985,72.321226,Water,Education issue reported in Surat,34,Disabled,2026-04-14 20:47:33,image.jpg,6
801,Mobile App,Rajkot,22.408788,70.43471,Water,Education issue reported in Rajkot,82,Elderly,2026-04-14 17:47:33,none,9
802,NGO Report,Ahmedabad,20.387614,72.660966,Education,Education issue reported in Ahmedabad,93,Women,2026-04-17 01:47:33,voice.mp3,9
803,Call,Surat,21.936351,71.104386,Medical,Education issue reported in Surat,11,Women,2026-04-14 14:47:33,report.pdf,10
804,NGO Report,Rajkot,22.123239,70.899921,Education,Medical issue reported in Rajkot,70,Women,2026-04-14 15:47:33,report.pdf,7
805,WhatsApp,Rajkot,20.550169,71.513589,Education,Medical issue reported in Rajkot,42,Children,2026-04-17 05:47:33,none,5
806,NGO Report,Vadodara,20.137505,70.51376,Water,Water issue reported in Vadodara,31,None,2026-04-15 14:47:33,none,2
807,Form,Ahmedabad,21.792803,70.492623,Food,Education issue reported in Ahmedabad,72,Children,2026-04-15 11:47:33,voice.mp3,8
808,Form,Rajkot,22.764795,70.550043,Food,Shelter issue reported in Rajkot,31,Children,2026-04-16 21:47:33,voice.mp3,4
809,Form,Navsari,21.8465,72.993293,Water,Food issue reported in Navsari,54,Elderly,2026-04-15 05:47:33,report.pdf,8
810,Mobile App,Navsari,21.354692,70.937739,Shelter,Water issue reported in Navsari,67,None,2026-04-15 22:47:33,none,7
811,NGO Report,Vadodara,20.481221,71.871688,Medical,Education issue reported in Vadodara,45,Children,2026-04-16 09:47:33,image.jpg,1
812,WhatsApp,Surat,21.058606,72.643585,Education,Shelter issue reported in Surat,93,Children,2026-04-15 13:47:33,image.jpg,4
813,Call,Rajkot,20.570588,72.663048,Water,Shelter issue reported in Rajkot,70,Elderly,2026-04-16 00:47:33,voice.mp3,7
814,WhatsApp,Surat,22.834205,72.108274,Education,Water issue reported in Surat,65,Disabled,2026-04-17 02:47:33,image.jpg,9
815,Mobile App,Rajkot,20.497815,72.136713,Water,Education issue reported in Rajkot,40,Disabled,2026-04-15 04:47:33,report.pdf,8
816,Call,Vadodara,21.794022,70.619201,Shelter,Water issue reported in Vadodara,66,Elderly,2026-04-16 21:47:33,none,8
817,Mobile App,Navsari,21.195567,70.472309,Shelter,Education issue reported in Navsari,19,None,2026-04-15 07:47:33,voice.mp3,8
818,Call,Rajkot,22.129593,70.343187,Water,Food issue reported in Rajkot,51,Women,2026-04-16 16:47:33,voice.mp3,6
819,Form,Surat,21.818493,72.410073,Education,Food issue reported in Surat,90,Elderly,2026-04-17 10:47:33,report.pdf,2
820,WhatsApp,Vadodara,21.647783,71.102261,Shelter,Shelter issue reported in Vadodara,1,Disabled,2026-04-16 16:47:33,report.pdf,6
821,Call,Surat,22.538143,72.263912,Shelter,Medical issue reported in Surat,56,Women,2026-04-15 18:47:33,image.jpg,10
822,Call,Rajkot,22.519478,72.002497,Shelter,Shelter issue reported in Rajkot,71,Women,2026-04-16 13:47:33,report.pdf,3
823,WhatsApp,Ahmedabad,22.280964,71.504929,Education,Food issue reported in Ahmedabad,70,Women,2026-04-16 04:47:33,none,5
824,WhatsApp,Navsari,20.138679,72.696659,Food,Shelter issue reported in Navsari,94,Children,2026-04-15 07:47:33,voice.mp3,7
825,Form,Rajkot,22.919323,72.407962,Education,Water issue reported in Rajkot,26,Elderly,2026-04-15 16:47:33,report.pdf,3
826,Call,Navsari,22.510595,71.681228,Medical,Food issue reported in Navsari,49,None,2026-04-14 23:47:33,none,9
827,Form,Rajkot,22.468619,70.060497,Education,Food issue reported in Rajkot,94,Disabled,2026-04-15 14:47:33,none,4
828,Call,Surat,22.848699,72.453699,Medical,Water issue reported in Surat,1,Disabled,2026-04-17 10:47:33,voice.mp3,6
829,Call,Surat,21.597533,71.951954,Food,Food issue reported in Surat,21,Children,2026-04-14 16:47:33,none,1
830,Call,Surat,22.73885,70.757921,Food,Food issue reported in Surat,38,Disabled,2026-04-16 14:47:33,none,4
831,WhatsApp,Vadodara,22.93688,72.671232,Shelter,Water issue reported in Vadodara,69,Elderly,2026-04-16 17:47:33,none,8
832,WhatsApp,Ahmedabad,22.059574,70.36872,Food,Food issue reported in Ahmedabad,21,Women,2026-04-15 01:47:33,voice.mp3,2
833,Mobile App,Rajkot,22.999396,71.584463,Education,Food issue reported in Rajkot,19,Disabled,2026-04-15 22:47:33,report.pdf,8
834,Call,Rajkot,21.881847,72.526035,Water,Water issue reported in Rajkot,35,Women,2026-04-15 23:47:33,report.pdf,3
835,Call,Surat,21.541822,72.807525,Food,Water issue reported in Surat,87,Children,2026-04-15 15:47:33,none,4
836,WhatsApp,Surat,20.333108,72.074814,Education,Shelter issue reported in Surat,55,None,2026-04-16 13:47:33,none,3
837,Form,Surat,20.222333,70.618083,Shelter,Shelter issue reported in Surat,49,Children,2026-04-17 01:47:33,image.jpg,1
838,Form,Vadodara,22.647575,70.437053,Shelter,Food issue reported in Vadodara,49,Disabled,2026-04-14 21:47:33,report.pdf,9
839,Mobile App,Vadodara,22.660334,70.878428,Water,Education issue reported in Vadodara,65,Children,2026-04-15 05:47:33,voice.mp3,4
840,NGO Report,Rajkot,20.198984,71.146205,Food,Education issue reported in Rajkot,4,None,2026-04-14 16:47:33,voice.mp3,10
841,Form,Navsari,22.120939,72.470438,Education,Food issue reported in Navsari,68,Women,2026-04-15 21:47:33,voice.mp3,2
842,Mobile App,Surat,21.488573,71.275292,Medical,Medical issue reported in Surat,50,Children,2026-04-16 11:47:33,image.jpg,6
843,WhatsApp,Vadodara,22.420425,71.450149,Water,Food issue reported in Vadodara,49,None,2026-04-17 03:47:33,voice.mp3,4
844,Call,Vadodara,22.552015,72.137735,Food,Education issue reported in Vadodara,24,Elderly,2026-04-15 06:47:33,none,4
845,Call,Vadodara,22.147076,70.842201,Medical,Water issue reported in Vadodara,29,None,2026-04-15 05:47:33,voice.mp3,7
